_input,_num,_widgetName,_source,_resultNumber,_pageUrl,review,reviewer,reviewerlocation,roomtip,numberofreviews,staydate
,1227,RenaissanceSouthPark,RenaissanceSouthPark,1227,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r258373257-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Have spent lots of time at this hotel-first as a Hyatt and now as a Marriott property and never had a bad stay. The staff here is super nice and efficient rooms are quiet the hotel is well maintained and you can't beat the location for shopping and dining. Really like the updated rooms and the snazzy carpeting which adds a great touch. Always my go to hotel when I'm in Charlotte!,romadaro,Washington DC,,771 reviews,Stayed February 2015 travelled with family
,1228,RenaissanceSouthPark,RenaissanceSouthPark,1228,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r258373257-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,We stayed one night for my daughters birthday so that we could check out the new American Girl Doll store. The stay was a bit pricey (compared to the same package at an Atlanta hotel that we had previously done) but worth it. Everything about this hotel was over the top! From the $700 tipsy topsy chairs in the foyer that my daughter loved so much she googled and asked me to buy her one to the very plush rooms! Amelia Gustafson was EXTREMELY helpful from ensuring that everything was perfect for our American Girl package to even helping me find a restaurant for dinner! Amazingly friendly and helpful you have a very special lady in her! I was so upset that she had left for the day upon our check in as I looked so forward to meeting her! The girls at the front desk tho were amazingly sweet as well! So thank you for making our daughters birthday weekend amazing!,krmiller18,Morristown Tennessee USA,,91 reviews,Stayed October 2014 travelled with family
,1229,RenaissanceSouthPark,RenaissanceSouthPark,1229,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r320461075-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,The hotel is in a fantastic location. Especially since we were attending a wine festival at Symphony park at SouthPark mall. Really nice interior friendly staff very nice room. However....we were in room 248 and periodically a very loud compressor engine something would kick on. If it were a dull roar I guess I could stand it but this thing had an uneven thrumming. I went out in the hall and you could definitely hear it out there. So not our a/c. We were already in bed and too lazy to complain and move . We did use our gold elite bonus points. Not sure if that had anything to do with where our room was. We would stay again but definitely stay in another part of the hotel. Oh just a heads up several of the yogurts were out of date (9-25-15) at the continental breakfast bar. Waitress was very nice and replaced mine.,florida1950,Charlotte North Carolina,,58 reviews,Stayed October 2015 travelled as a couple
,1230,RenaissanceSouthPark,RenaissanceSouthPark,1230,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r320461075-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,We recently traveled to Charlotte to get a way and do some shopping. We really enjoy the Southpark area and chose the Renaissance as our hotel. Check in was fast and the guest services agent walked me around the lobby and showed where everything was. This is the first time this has been done and it was a nice touch. The room was clean and appeared recently updated. All the furnishing in this hotel were modern bright and pleasing. The lobby and courtyard garden made a very nice place to sit and relax. I would recommend this hotel. Also they appeared to be having a large wedding when we checked in and the group seemed to be having a great time as well.,famtraveler69,Boone North Carolina,,17 reviews,Stayed October 2015
,1231,RenaissanceSouthPark,RenaissanceSouthPark,1231,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r320461075-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Let me preface this by telling you I drove from Milwaukee to Nashville and then from Nashville to Charlotte - needless to say by the time I actually arrived in Charlotte I was exhausted! When I arrived at the Renaissance I was greeted by a lovely concierge (wish I could remember his name). He assisted me with parking while I went inside to check in. He made some comment about me being from Wisconsin (after noticing my license plates and EXTREMELY dirty car - hey ... roadtrips will do that to your car). He followed that comment up by letting me know that the Green Bay Packers choose to stay at the same hotel (go me!) - which was an ego boost for me as they are my FAVORITE team ever!! Plus we clearly have good taste haha. Check in was a breeze! I was at the counter for all of 5 minutes and they gave me a quick tour of the ground level. I was able to park my vehicle in the garage and unload my luggage. My only complaint - NO ELEVATOR! (I apologize if I'm wrong - but I swear I didn't see one!). Granted this is a parking garage - but I packed clothes for a week which means by women's standards there were enough clothes in there to last me a month... and I DONT work out. Just sayin! The hotel itself... now this is going to sound weird... the hotel smelled so good! I don't know what they pump into the air but I'm telling you - it's heavenly! My room was extremely clean and well kept. Shower was spacious and the bed (king size) was super comfortable. The staff was very helpful in recommending restaurants and shopping areas of interest. Noise level was minimum - the walls must be well insulated and the doors must be thick enough - or I just had the most quiet neighbors ever! If ever I find myself in Charlotte again - this will be the first place I look for a room! Thanks to a great staff and people willing to go the extra mile - this is easily the top choice for the Charlotte area!,alexandra_keller,Milwaukee WI,Room Tip: Free wifi if you join their free membership program! Worth the savings! See more room tips; Green Features: Typical - towels on the floor if you want new ones hang them if you want to be eco-friendly as the notecard advises. Same with sheets!,27 reviews,Stayed September 2015 travelled as a couple
,1232,RenaissanceSouthPark,RenaissanceSouthPark,1232,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r320461075-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,During my stay here it was a great location for everything including shopping walking and everything else. This hotel was amazing and an the staff was amazing I had an issue with parking an RV I was driving and these guys accommodated me and told me where I could go. It was a short walk by the Mall. Thanks guys you are wonderful!,moodyj39,Charlotte North Carolina,Room Tip: The South Park Mall right across the street one of the nicest malls in Charlotte Great Eats See more room tips,27 reviews,Stayed July 2015 travelled on business
,1233,RenaissanceSouthPark,RenaissanceSouthPark,1233,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r320461075-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Restaurant and Bar staff super. Same for the room - very comfortable and quiet. Negative: Transatlantic night flight ahead - late check-out would have been nice. Receptionist: We are fully booked (Friday night ! )There are three big events ! Info-board did not show one single event for that afternoon and/or evening.,peterswiss31,Uzwil Switzerland,Room Tip: book upper floors - nicer view - Concierge service See more room tips,22 reviews,Stayed September 2015 travelled as a couple
,1234,RenaissanceSouthPark,RenaissanceSouthPark,1234,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r321717467-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#CHECK_RATES_CONT,The hotel is clean/colorful and the staff are friendly. They have a fitness center and an indoor pool. They also have a restaurant a bar and they offer room service. Parking is free. The hotel is few minutes by car from South Park shopping mall with many options for shopping and dining. The hotel is also close to a small near by area that has multiple restaurants and few nice bars/lounges. Downtown is 15 minutes drive,DoctorB2010,Lincoln Park,,43 reviews,Stayed October 2015 travelled as a couple
,1235,RenaissanceSouthPark,RenaissanceSouthPark,1235,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r321717467-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#CHECK_RATES_CONT,The hotel is in a fantastic location. Especially since we were attending a wine festival at Symphony park at SouthPark mall. Really nice interior friendly staff very nice room. However....we were in room 248 and periodically a very loud compressor engine something would kick on. If it were a dull roar I guess I could stand it but this thing had an uneven thrumming. I went out in the hall and you could definitely hear it out there. So not our a/c. We were already in bed and too lazy to complain and move . We did use our gold elite bonus points. Not sure if that had anything to do with where our room was. We would stay again but definitely stay in another part of the hotel. Oh just a heads up several of the yogurts were out of date (9-25-15) at the continental breakfast bar. Waitress was very nice and replaced mine.,florida1950,Charlotte North Carolina,,58 reviews,Stayed October 2015 travelled as a couple
,1236,RenaissanceSouthPark,RenaissanceSouthPark,1236,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r321717467-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#CHECK_RATES_CONT,We recently traveled to Charlotte to get a way and do some shopping. We really enjoy the Southpark area and chose the Renaissance as our hotel. Check in was fast and the guest services agent walked me around the lobby and showed where everything was. This is the first time this has been done and it was a nice touch. The room was clean and appeared recently updated. All the furnishing in this hotel were modern bright and pleasing. The lobby and courtyard garden made a very nice place to sit and relax. I would recommend this hotel. Also they appeared to be having a large wedding when we checked in and the group seemed to be having a great time as well.,famtraveler69,Boone North Carolina,,17 reviews,Stayed October 2015
,1237,RenaissanceSouthPark,RenaissanceSouthPark,1237,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r321717467-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#CHECK_RATES_CONT,Let me preface this by telling you I drove from Milwaukee to Nashville and then from Nashville to Charlotte - needless to say by the time I actually arrived in Charlotte I was exhausted! When I arrived at the Renaissance I was greeted by a lovely concierge (wish I could remember his name). He assisted me with parking while I went inside to check in. He made some comment about me being from Wisconsin (after noticing my license plates and EXTREMELY dirty car - hey ... roadtrips will do that to your car). He followed that comment up by letting me know that the Green Bay Packers choose to stay at the same hotel (go me!) - which was an ego boost for me as they are my FAVORITE team ever!! Plus we clearly have good taste haha. Check in was a breeze! I was at the counter for all of 5 minutes and they gave me a quick tour of the ground level. I was able to park my vehicle in the garage and unload my luggage. My only complaint - NO ELEVATOR! (I apologize if I'm wrong - but I swear I didn't see one!). Granted this is a parking garage - but I packed clothes for a week which means by women's standards there were enough clothes in there to last me a month... and I DONT work out. Just sayin! The hotel itself... now this is going to sound weird... the hotel smelled so good! I don't know what they pump into the air but I'm telling you - it's heavenly! My room was extremely clean and well kept. Shower was spacious and the bed (king size) was super comfortable. The staff was very helpful in recommending restaurants and shopping areas of interest. Noise level was minimum - the walls must be well insulated and the doors must be thick enough - or I just had the most quiet neighbors ever! If ever I find myself in Charlotte again - this will be the first place I look for a room! Thanks to a great staff and people willing to go the extra mile - this is easily the top choice for the Charlotte area!,alexandra_keller,Milwaukee WI,Room Tip: Free wifi if you join their free membership program! Worth the savings! See more room tips; Green Features: Typical - towels on the floor if you want new ones hang them if you want to be eco-friendly as the notecard advises. Same with sheets!,27 reviews,Stayed September 2015 travelled as a couple
,1238,RenaissanceSouthPark,RenaissanceSouthPark,1238,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r321717467-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#CHECK_RATES_CONT,During my stay here it was a great location for everything including shopping walking and everything else. This hotel was amazing and an the staff was amazing I had an issue with parking an RV I was driving and these guys accommodated me and told me where I could go. It was a short walk by the Mall. Thanks guys you are wonderful!,moodyj39,Charlotte North Carolina,Room Tip: The South Park Mall right across the street one of the nicest malls in Charlotte Great Eats See more room tips,27 reviews,Stayed July 2015 travelled on business
,1239,RenaissanceSouthPark,RenaissanceSouthPark,1239,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r320083639-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,We recently traveled to Charlotte to get a way and do some shopping. We really enjoy the Southpark area and chose the Renaissance as our hotel. Check in was fast and the guest services agent walked me around the lobby and showed where everything was. This is the first time this has been done and it was a nice touch. The room was clean and appeared recently updated. All the furnishing in this hotel were modern bright and pleasing. The lobby and courtyard garden made a very nice place to sit and relax. I would recommend this hotel. Also they appeared to be having a large wedding when we checked in and the group seemed to be having a great time as well.,famtraveler69,Boone North Carolina,,17 reviews,Stayed October 2015
,1240,RenaissanceSouthPark,RenaissanceSouthPark,1240,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r320083639-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Let me preface this by telling you I drove from Milwaukee to Nashville and then from Nashville to Charlotte - needless to say by the time I actually arrived in Charlotte I was exhausted! When I arrived at the Renaissance I was greeted by a lovely concierge (wish I could remember his name). He assisted me with parking while I went inside to check in. He made some comment about me being from Wisconsin (after noticing my license plates and EXTREMELY dirty car - hey ... roadtrips will do that to your car). He followed that comment up by letting me know that the Green Bay Packers choose to stay at the same hotel (go me!) - which was an ego boost for me as they are my FAVORITE team ever!! Plus we clearly have good taste haha. Check in was a breeze! I was at the counter for all of 5 minutes and they gave me a quick tour of the ground level. I was able to park my vehicle in the garage and unload my luggage. My only complaint - NO ELEVATOR! (I apologize if I'm wrong - but I swear I didn't see one!). Granted this is a parking garage - but I packed clothes for a week which means by women's standards there were enough clothes in there to last me a month... and I DONT work out. Just sayin! The hotel itself... now this is going to sound weird... the hotel smelled so good! I don't know what they pump into the air but I'm telling you - it's heavenly! My room was extremely clean and well kept. Shower was spacious and the bed (king size) was super comfortable. The staff was very helpful in recommending restaurants and shopping areas of interest. Noise level was minimum - the walls must be well insulated and the doors must be thick enough - or I just had the most quiet neighbors ever! If ever I find myself in Charlotte again - this will be the first place I look for a room! Thanks to a great staff and people willing to go the extra mile - this is easily the top choice for the Charlotte area!,alexandra_keller,Milwaukee WI,Room Tip: Free wifi if you join their free membership program! Worth the savings! See more room tips; Green Features: Typical - towels on the floor if you want new ones hang them if you want to be eco-friendly as the notecard advises. Same with sheets!,27 reviews,Stayed September 2015 travelled as a couple
,1241,RenaissanceSouthPark,RenaissanceSouthPark,1241,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r320083639-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,During my stay here it was a great location for everything including shopping walking and everything else. This hotel was amazing and an the staff was amazing I had an issue with parking an RV I was driving and these guys accommodated me and told me where I could go. It was a short walk by the Mall. Thanks guys you are wonderful!,moodyj39,Charlotte North Carolina,Room Tip: The South Park Mall right across the street one of the nicest malls in Charlotte Great Eats See more room tips,27 reviews,Stayed July 2015 travelled on business
,1242,RenaissanceSouthPark,RenaissanceSouthPark,1242,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r320083639-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Restaurant and Bar staff super. Same for the room - very comfortable and quiet. Negative: Transatlantic night flight ahead - late check-out would have been nice. Receptionist: We are fully booked (Friday night ! )There are three big events ! Info-board did not show one single event for that afternoon and/or evening.,peterswiss31,Uzwil Switzerland,Room Tip: book upper floors - nicer view - Concierge service See more room tips,22 reviews,Stayed September 2015 travelled as a couple
,1243,RenaissanceSouthPark,RenaissanceSouthPark,1243,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r320083639-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,The Renaissance brand seems to represent a wide range of aesthetic from average hotel experience to really pretty nice hotel experience. The Starwood equivalent might be a cross-section of Sheratons AND Westins. This property is at the "average" end of the spectrum. The lobby was interesting sort of several different areas that created a warren-like effect. That opened up into a wider area where the bar and restaurant were. I had a corner king room which was fine. The bathroom was standard there was a mini fridge and a microwave. When the closet doors were open you couldn't want around them into the main room. There was nothing really to complain about but nothing that made me want to go out of my way to stay there again. It was a couple short blocks from a newer eating/shopping district which is nice.,nmhen,Rochester New York,,129 reviews,Stayed September 2015 travelled on business
,1244,RenaissanceSouthPark,RenaissanceSouthPark,1244,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r336933239-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,We reserved the American girl package for our 2 girls (83). We had a blast in the pool. They loved the round chairs. The included continental breakfast was awesome. The staff was very attentive and accommodating for the kids! We would definitely stay again!,Mandi J,,,9 reviews,Stayed January 2016 travelled with family
,1245,RenaissanceSouthPark,RenaissanceSouthPark,1245,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r336933239-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,The Renaissance SouthPark Charlotte NC hotel was wonderful. Very refreshing stay and advised of places to eat for dinner. I experienced a excellent staff greeting once inside the hotel and was given a treat. The treat was very relaxing spa like bathroom and bedding that allowed you to just drift off to sleep with no problem. I would highly suggest just getting to the SouthPark Ren it is truly a well kept secret to those not familur with the great ammenities!!,Debra H,Lexington North Carolina,Room Tip: Rooms are very quiet on any side of hotel I thoroughly enjoyed being above others See more room tips; Green Features: Reanissance Charlotte SouthPark is environmentally friendly if you're staying for longer than one day there is the option to leave the towels in your room as well as the bed linen. Very happy to see the hotel has paper recycling features in the rooms itself!!,2 reviews,Stayed January 2016 travelled with family
,1246,RenaissanceSouthPark,RenaissanceSouthPark,1246,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r336933239-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,The Service was good. We were upgraded to an Executive King which was very nice and spacious. The fitness center was well situated and equipped. Parking was no problem. When we return to Charlotte this hotel will be a solid choice.,Kevin T,Apex United States,Room Tip: Top floor corner rooms are nice See more room tips,46 reviews,Stayed December 2015 travelled as a couple
,1247,RenaissanceSouthPark,RenaissanceSouthPark,1247,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r336933239-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Reservations were made about two months in advance. Two beds were requested for our girlfriends weekend away. When checking in we were told they only had rooms with king beds. Told it was a busy weekend. Staff seemed to care less. We explained that we were not interested in sharing a king size bed. They told us there was nothing they could do. Never offered to check another hotel. Our problem got resolved because a woman standing next to us over heard the conversation and offered to take a king room and give us her room that had two beds. She had already been in her room but was more than happy to help us. Front desk staff seemed "put out" because now they had to switch guest information between the rooms. Very obvious they just wanted us to take the king room. Not our first stay but probably our last. Lots of other options for our next stay.,seemgee,CharlestonSC,Room Tip: Stay somewhere else if you need your bed preference honored. See more room tips,12 reviews,Stayed December 2015 travelled with friends
,1248,RenaissanceSouthPark,RenaissanceSouthPark,1248,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r336933239-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#REVIEWS,Came in very early around 1030 AM. Staff said they would check me in early no problem. Room was very nice clean and spacious.I ordered room service late the food was hot and fresh. The entire staff was friendly and helpful. I will absolutely stay again!,TravelR00k,Charlotte North Carolina,,12 reviews,Stayed December 2015 travelled solo
,1249,RenaissanceSouthPark,RenaissanceSouthPark,1249,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r196584016-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#CHECK_RATES_CONT,We stayed at this hotel separate 2 times in the last 6 months when visiting Charlotte. It was above average both times. The bellman/doorman Danny is excellent and went out of his way both trips to help us with our belongings and find places we wanted to go. The rooms are nice and clean. The indoor pool is well maintained but could be warmer (it was a little too cold) to be honest. The restaurant is average but decent. The front desk staff is also really nice and the hotel is located within walking distance ego great eateries. The lobby is a little humid with all the indoor ponds but otherwise a good stay both times.,Emma M,Metairie Louisiana,,5 reviews,Stayed December 2013 travelled on business
,1250,RenaissanceSouthPark,RenaissanceSouthPark,1250,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r196584016-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#CHECK_RATES_CONT,My company held there Global Leadership Conference at this hotel. 100+ people some local most from overseas gathering in Charlotte NC to discuss the company's business on a global level. First off let me say that the first person that I met as I pulled up to the hotel was the bellman Danny very nice and respectful and most of all helpful and kind. He helped me with my luggage from the car to my room. Amy and Raina at the front desk were always very helpful every time I needed something. I had been dealing with Jenni in events leading up to my arrival to the hotel and she was always more than helpful quick to respond to all of my requests via phone or email. Just the best! James in banquet catering and his staff (Jason and Kevin) were also amazing I never was in need or want for anything. They really made sure that all of the members of the company were well taken care of. Regina Carlos Danielle and Jeffrey the servers and bartenders were also always on point if one of our meetings ended early they quickly adjusted so that we never ever had to wait for a meal or snack or coffee break. Jessica and Lisa in reservations were also amazing and patient we had to make so many changes and additions to the room reservations and they always were willing and able and quick to make the necessary changes. All in all our event was a total success because of the AMAZING staff at this hotel. I would advise anyone looking to hold a corporate event wedding party etc. to look into this hotel you will not be disappointed. Before I forget the rooms were also nice and clean and the chambermaids always kept my room nice and clean and tidy and always well stocked. Regina Carlos Danielle and Jeffrey (servers & bartenders) James Jason and Kevin (Banquets) Amy Raina (front desk) and Jessica and Lisa in reservations...THANK YOU SO VERY MUCH FOR MAKING AN EVENT TRULY AMAZING AWESOME AND SEAMLESS,Raine R,Charlotte North Carolina,,4 reviews,Stayed February 2014 travelled on business
,1251,RenaissanceSouthPark,RenaissanceSouthPark,1251,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r196584016-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#CHECK_RATES_CONT,Evelyn and Corey are amazing and are the soul of this hotel rooslms were great and food was great also breakfast was awesome. The hotel is very clean and the concierge provides great feedback Evelyn and Corey are amazing and are the soul of this hotel rooslms were great and food was great also breakfast was awesome. The hotel is very clean and the concierge provides great feedback,hththththshshah,Quebec Canada,,1 review,Stayed March 2014
,1252,RenaissanceSouthPark,RenaissanceSouthPark,1252,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r196584016-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#CHECK_RATES_CONT,I am 99% satisfied with this hotel and the stay. Was here as opposed to the South Park Marriott and the Double Tree owing to high demand at those hotels on this particular trip. Check-in was very fast and efficient. The public areas are wonderfully appointed and quite inviting. My room was on the fourh floor and although it was right near the elevator I barely noticed any of the sounds that you usually hear in a elevator common area. Sleep quality was better than most hotels Ive stayed at with a generous amount of pillows and comfortable sheets and mattress. The bathroom actually had a decent bath tub which I like and the lighting was ample. Concierge service was helpful - guiding us to not only a good restaurant experience but also arranging for a car service for us to the CLT airport. My ONLY complaint on this hotel is the overperfuming in the lobby/atrium area. It was -strong- and the two coworkers who were with me both noticed the same thing.,itrade,Durham North Carolina,,65 reviews,Stayed January 2014 travelled on business
,1253,RenaissanceSouthPark,RenaissanceSouthPark,1253,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r196584016-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#CHECK_RATES_CONT,The entire Staff was very professional but one individual was exceptional. His name is Danny Miller at the front door. He was friendly very professional courteous and helpful in all aspects. I really looked forward to our each encounter. He was quick to help with bags retrieve our vehicle from valet offer advice on routing and eating places. He is truly awesome so thank you!!,Bruce F,Wilmington Delaware,,1 review,Stayed February 2014 travelled with friends
,1254,RenaissanceSouthPark,RenaissanceSouthPark,1254,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r196562553-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#CHECK_RATES_CONT,My company held there Global Leadership Conference at this hotel. 100+ people some local most from overseas gathering in Charlotte NC to discuss the company's business on a global level. First off let me say that the first person that I met as I pulled up to the hotel was the bellman Danny very nice and respectful and most of all helpful and kind. He helped me with my luggage from the car to my room. Amy and Raina at the front desk were always very helpful every time I needed something. I had been dealing with Jenni in events leading up to my arrival to the hotel and she was always more than helpful quick to respond to all of my requests via phone or email. Just the best! James in banquet catering and his staff (Jason and Kevin) were also amazing I never was in need or want for anything. They really made sure that all of the members of the company were well taken care of. Regina Carlos Danielle and Jeffrey the servers and bartenders were also always on point if one of our meetings ended early they quickly adjusted so that we never ever had to wait for a meal or snack or coffee break. Jessica and Lisa in reservations were also amazing and patient we had to make so many changes and additions to the room reservations and they always were willing and able and quick to make the necessary changes. All in all our event was a total success because of the AMAZING staff at this hotel. I would advise anyone looking to hold a corporate event wedding party etc. to look into this hotel you will not be disappointed. Before I forget the rooms were also nice and clean and the chambermaids always kept my room nice and clean and tidy and always well stocked. Regina Carlos Danielle and Jeffrey (servers & bartenders) James Jason and Kevin (Banquets) Amy Raina (front desk) and Jessica and Lisa in reservations...THANK YOU SO VERY MUCH FOR MAKING AN EVENT TRULY AMAZING AWESOME AND SEAMLESS,Raine R,Charlotte North Carolina,,4 reviews,Stayed February 2014 travelled on business
,1255,RenaissanceSouthPark,RenaissanceSouthPark,1255,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r196562553-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#CHECK_RATES_CONT,Evelyn and Corey are amazing and are the soul of this hotel rooslms were great and food was great also breakfast was awesome. The hotel is very clean and the concierge provides great feedback Evelyn and Corey are amazing and are the soul of this hotel rooslms were great and food was great also breakfast was awesome. The hotel is very clean and the concierge provides great feedback,hththththshshah,Quebec Canada,,1 review,Stayed March 2014
,1256,RenaissanceSouthPark,RenaissanceSouthPark,1256,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r196562553-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#CHECK_RATES_CONT,I am 99% satisfied with this hotel and the stay. Was here as opposed to the South Park Marriott and the Double Tree owing to high demand at those hotels on this particular trip. Check-in was very fast and efficient. The public areas are wonderfully appointed and quite inviting. My room was on the fourh floor and although it was right near the elevator I barely noticed any of the sounds that you usually hear in a elevator common area. Sleep quality was better than most hotels Ive stayed at with a generous amount of pillows and comfortable sheets and mattress. The bathroom actually had a decent bath tub which I like and the lighting was ample. Concierge service was helpful - guiding us to not only a good restaurant experience but also arranging for a car service for us to the CLT airport. My ONLY complaint on this hotel is the overperfuming in the lobby/atrium area. It was -strong- and the two coworkers who were with me both noticed the same thing.,itrade,Durham North Carolina,,65 reviews,Stayed January 2014 travelled on business
,1257,RenaissanceSouthPark,RenaissanceSouthPark,1257,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r196562553-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#CHECK_RATES_CONT,The entire Staff was very professional but one individual was exceptional. His name is Danny Miller at the front door. He was friendly very professional courteous and helpful in all aspects. I really looked forward to our each encounter. He was quick to help with bags retrieve our vehicle from valet offer advice on routing and eating places. He is truly awesome so thank you!!,Bruce F,Wilmington Delaware,,1 review,Stayed February 2014 travelled with friends
,1258,RenaissanceSouthPark,RenaissanceSouthPark,1258,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r196562553-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#CHECK_RATES_CONT,I used to work in Charlotte about 10 years ago and flew back and forth weekly from DC. The company I worked for at the time had a contract with Hyatt and this is where I stayed. So imagine my surprise when I arrived and found out this was my old home away from home. But Marriott has done wonders in renovating and making it their own. Hotel is right across the street from Southpark Mall some of the best shopping in Charlotte. The staff at the front desk is wonderful and called me by name every time I'd walk past. Rooms are spotless and there's no sign of The Hyatt Touch. I highly recommend as a great place to stay.,romadaro,Washington DC,,771 reviews,Stayed March 2014 travelled on business
,1259,RenaissanceSouthPark,RenaissanceSouthPark,1259,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r196586343-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#CHECK_RATES_CONT,A great location across the street from a major mall. The room were nice but thought the price was a little high and they wanted $15.00 extra a day for internet. While the location was good the driveway entrance is not that good. People trying to get into the hotel or exiting are all jamed up. You can’t back out of a parking space due to the line of cars trying to drop off or pick people up at the front entrance. The entrance is a horseshoe shape with a very narrow entrance/exit lane.,takeahike66,San Francisco California,Room Tip: low and high number rooms away from the elevator can be a far walk. Rooms x18 thru x35 are near the... See more room tips,140 reviews,Stayed March 2014 travelled with friends
,1260,RenaissanceSouthPark,RenaissanceSouthPark,1260,https://www.tripadvisor.in/ShowUserReviews-g49022-d655612-r196586343-Renaissance_Charlotte_SouthPark_Hotel-Charlotte_North_Carolina.html#CHECK_RATES_CONT,We stayed at this hotel separate 2 times in the last 6 months when visiting Charlotte. It was above average both times. The bellman/doorman Danny is excellent and went out of his way both trips to help us with our belongings and find places we wanted to go. The rooms are nice and clean. The indoor pool is well maintained but could be warmer (it was a little too cold) to be honest. The restaurant is average but decent. The front desk staff is also really nice and the hotel is located within walking distance ego great eateries. The lobby is a little humid with all the indoor ponds but otherwise a good stay both times.,Emma M,Metairie Louisiana,,5 reviews,Stayed December 2013 travelled on business
